source,source_lean,title,description,url,published,scraped_at,language,full_text,mentions_johor,mentions_neg_sembilan,mentions_melaka
Free Malaysia Today,independent_left,"Umno mahu pastikan kerajaan negeri, istana sehaluan dalam krisis Negeri Sembilan",Syaza Shukri berkata Umno mungkin mempertahankan sokongan itu atas alasan melindungi institusi diraja.,https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/09/19/umno-mahu-pastikan-kerajaan-negeri-istana-sehaluan-dalam-krisis-negeri-sembilan,"Sat, 19 Sep 2026 00:30:00 +0000",2026-09-19T12:31:20.977476,en,"Umno mahu pastikan kerajaan negeri, istana sehaluan dalam krisis Negeri Sembilan Syaza Shukri berkata Umno mungkin mempertahankan sokongan itu atas alasan melindungi institusi diraja.",False,True,False
Free Malaysia Today,independent_left,"Fokus 126 kerusi mungkin isyarat PN ‘jalan sendiri’, kata penganalisis",Mazlan Ali berkata persiapan PAS dan PN di kerusi berpotensi tinggi itu boleh menimbulkan persoalan terhadap hala tuju rundingan kerjasama dengan Umno.,https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/09/19/fokus-126-kerusi-mungkin-isyarat-pn-jalan-sendiri-kata-penganalisis,"Sat, 19 Sep 2026 00:00:00 +0000",2026-09-19T12:31:20.977476,en,"Fokus 126 kerusi mungkin isyarat PN ‘jalan sendiri’, kata penganalisis Mazlan Ali berkata persiapan PAS dan PN di kerusi berpotensi tinggi itu boleh menimbulkan persoalan terhadap hala tuju rundingan kerjasama dengan Umno.",False,True,False
Free Malaysia Today,independent_left,"Zahid not Umno’s only PM-in-waiting, says analyst",Azmi Hassan says other capable leaders deserve prominence and can give the party a cleaner image.,https://www.freemalaysiatoday.com/category/nation/2026/09/19/zahid-not-umno-s-only-pm-in-waiting-says-analyst,"Fri, 18 Sep 2026 23:30:00 +0000",2026-09-19T12:31:20.977476,en,"Zahid not Umno’s only PM-in-waiting, says analyst Azmi Hassan says other capable leaders deserve prominence and can give the party a cleaner image.",False,False,False
Free Malaysia Today,independent_left,"Umno ada pemimpin lain layak jadi PM selain Zahid, kata penganalisis",Azmi Hassan berkata beberapa pemimpin lain wajar diberi ruang lebih besar dan boleh membantu Umno menampilkan imej lebih bersih.,https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/09/19/umno-ada-pemimpin-lain-layak-jadi-pm-selain-zahid-kata-penganalisis,"Fri, 18 Sep 2026 23:30:00 +0000",2026-09-19T12:31:20.977476,en,"Umno ada pemimpin lain layak jadi PM selain Zahid, kata penganalisis Azmi Hassan berkata beberapa pemimpin lain wajar diberi ruang lebih besar dan boleh membantu Umno menampilkan imej lebih bersih.",False,False,False
Free Malaysia Today,independent_left,Who benefits when smartphones get cheaper?,Smartphones are now essential and government support can help lower-income Malaysians get connected. But such support should be consumer-led and brand-neutral.,https://www.freemalaysiatoday.com/category/opinion/2026/09/19/who-benefits-when-smartphones-get-cheaper,"Fri, 18 Sep 2026 23:00:00 +0000",2026-09-19T12:31:20.977476,en,Who benefits when smartphones get cheaper? Smartphones are now essential and government support can help lower-income Malaysians get connected. But such support should be consumer-led and brand-neutral.,False,True,False
Free Malaysia Today,independent_left,"Najib di rumah, Umno di luar",Siapakah yang menyediakan makanan untuk tahanan rumah? Menu penjara atau menu rumah?,https://www.freemalaysiatoday.com/category/opinion/2026/09/19/najib-di-rumah-umno-di-luar,"Fri, 18 Sep 2026 23:00:00 +0000",2026-09-19T12:31:20.977476,en,"Najib di rumah, Umno di luar Siapakah yang menyediakan makanan untuk tahanan rumah? Menu penjara atau menu rumah?",False,False,False
Free Malaysia Today,independent_left,"DAP akan terkesan keputusan pengampunan Najib, kata KJ",Bekas ketua Pemuda Umno itu berkata DAP mempunyai 'get-out clause' walaupun pernah menyatakan pembebasan Najib Razak merupakan 'garisan merah' bagi parti itu.,https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/09/19/dap-akan-terkesan-keputusan-pengampunan-najib-kata-kj,"Fri, 18 Sep 2026 22:48:00 +0000",2026-09-19T12:31:20.977476,en,"DAP akan terkesan keputusan pengampunan Najib, kata KJ Bekas ketua Pemuda Umno itu berkata DAP mempunyai 'get-out clause' walaupun pernah menyatakan pembebasan Najib Razak merupakan 'garisan merah' bagi parti itu.",False,False,False
Malaysiakini,independent_left,SNAPSHOT | Umno leader slams PKR MP over pardon criticism; viral show video probed,"What’s going on in the news today, with updates at 11am, 2pm, and 6pm.",https://www.malaysiakini.com/news/885321-snapshot-umno-leader-slams-pkr-mp-over-pardon-criticism-viral-show-video-probed,"Sat, 19 Sep 2026 11:08:31 +0800",2026-09-19T12:31:22.156679,en,"SNAPSHOT | Umno leader slams PKR MP over pardon criticism; viral show video probed What’s going on in the news today, with updates at 11am, 2pm, and 6pm.",False,False,False
Malaysiakini,independent_left,Analysts: Neither Harapan nor BN gets 'complete victory' from Najib's conditional pardon,"The greater risk lies in how the parties frame the decision, says UM senior lecturer.",https://www.malaysiakini.com/news/885284-analysts-neither-harapan-nor-bn-gets-complete-victory-from-najibs-conditional-pardon,"Fri, 18 Sep 2026 15:57:36 +0800",2026-09-19T12:31:22.156679,en,"Analysts: Neither Harapan nor BN gets 'complete victory' from Najib's conditional pardon The greater risk lies in how the parties frame the decision, says UM senior lecturer.",False,False,False
Malaysiakini,independent_left,'No one is above the law': Harapan council backs PM's pledge to battle graft,"UPDATED 9.26PM | The coalition also says it is pushing for reforms, among others.",https://www.malaysiakini.com/news/885269-live-king-grants-najib-house-arrest-subject-to-rm50mil-fine,"Fri, 18 Sep 2026 12:18:43 +0800",2026-09-19T12:31:22.156679,en,"'No one is above the law': Harapan council backs PM's pledge to battle graft UPDATED 9.26PM | The coalition also says it is pushing for reforms, among others.",False,False,False
Malay Mail,centrist,"Anwar urges Malaysians to manage energy use as haze worsens, says govt seeking solutions","KUALA LUMPUR, Sept 19 &mdash; Prime Minister Datuk Seri Anwar Ibrahim has called on the people to play their part in add...",https://www.malaymail.com/news/malaysia/2026/09/19/anwar-urges-malaysians-to-manage-energy-use-as-haze-worsens-says-govt-seeking-solutions/235722,"Sat, 19 Sep 2026 09:34:57 +0800",2026-09-19T12:31:23.615101,en,"Anwar urges Malaysians to manage energy use as haze worsens, says govt seeking solutions KUALA LUMPUR, Sept 19 &mdash; Prime Minister Datuk Seri Anwar Ibrahim has called on the people to play their part in add...",False,True,False
Malay Mail,centrist,"Where did Tasik Bera’s forest go? Pahang probes suspected illegal clearing of 7,000ha for crops","KUANTAN, Sept 19 &mdash; The Pahang State Enforcement Unit (UPNP) suspects that more than 7,000 hectares of the Tasik Be...",https://www.malaymail.com/news/malaysia/2026/09/19/where-did-tasik-beras-forest-go-pahang-probes-suspected-illegal-clearing-of-7000ha-for-crops/235724,"Sat, 19 Sep 2026 10:02:35 +0800",2026-09-19T12:31:23.615101,en,"Where did Tasik Bera’s forest go? Pahang probes suspected illegal clearing of 7,000ha for crops KUANTAN, Sept 19 &mdash; The Pahang State Enforcement Unit (UPNP) suspects that more than 7,000 hectares of the Tasik Be...",False,False,False
Malay Mail,centrist,"Fadhlina: Najib’s conditional royal pardon is King’s prerogative, not Anwar’s or Pakatan’s","KUALA LUMPUR, Sept 19 &mdash; The decision to grant a conditional pardon to former Prime Minister Datuk Seri Najib Tun R...",https://www.malaymail.com/news/malaysia/2026/09/19/fadhlina-najibs-conditional-royal-pardon-is-kings-prerogative-not-anwars-or-pakatans/235720,"Sat, 19 Sep 2026 09:22:04 +0800",2026-09-19T12:31:23.615101,en,"Fadhlina: Najib’s conditional royal pardon is King’s prerogative, not Anwar’s or Pakatan’s KUALA LUMPUR, Sept 19 &mdash; The decision to grant a conditional pardon to former Prime Minister Datuk Seri Najib Tun R...",False,False,False
Malay Mail,centrist,"Pakatan backs PM’s stance on Najib pardon, says no one is above the law","KUALA LUMPUR, Sept 18 &mdash; Pakatan Harapan (PH) today backed Prime Minister Datuk Seri Anwar Ibrahim&rsquo;s stance a...",https://www.malaymail.com/news/malaysia/2026/09/18/pakatan-backs-pms-stance-on-najib-pardon-says-no-one-is-above-the-law/235706,"Fri, 18 Sep 2026 20:45:19 +0800",2026-09-19T12:31:23.615101,en,"Pakatan backs PM’s stance on Najib pardon, says no one is above the law KUALA LUMPUR, Sept 18 &mdash; Pakatan Harapan (PH) today backed Prime Minister Datuk Seri Anwar Ibrahim&rsquo;s stance a...",False,False,False
Malay Mail,centrist,Nearly 300 higher education sites now connected under nationwide Wi-Fi project,"MELAKA, Sept 19 &mdash; The Public Higher Education Institution (IPTA) Wi-Fi project, covering 539 locations nationwide,...",https://www.malaymail.com/news/malaysia/2026/09/18/nearly-300-higher-education-sites-now-connected-under-nationwide-wi-fi-project/235697,"Fri, 18 Sep 2026 19:20:08 +0800",2026-09-19T12:31:23.615101,en,"Nearly 300 higher education sites now connected under nationwide Wi-Fi project MELAKA, Sept 19 &mdash; The Public Higher Education Institution (IPTA) Wi-Fi project, covering 539 locations nationwide,...",False,True,True
Malay Mail,centrist,MCMC steps up social media monitoring as Melaka election preparations gather pace,"MELAKA, Sept 18 &mdash; The Malaysian Communications and Multimedia Commission (MCMC) will continue monitoring social me...",https://www.malaymail.com/news/malaysia/2026/09/18/mcmc-steps-up-social-media-monitoring-as-melaka-election-preparations-gather-pace/235698,"Fri, 18 Sep 2026 19:25:22 +0800",2026-09-19T12:31:23.615101,en,"MCMC steps up social media monitoring as Melaka election preparations gather pace MELAKA, Sept 18 &mdash; The Malaysian Communications and Multimedia Commission (MCMC) will continue monitoring social me...",False,True,True
Malay Mail,centrist,"Najib solidarity fund raises RM165,645 in first hour, says Umno sec-gen","KUALA LUMPUR, Sept 18 &mdash; Umno&rsquo;s Najib Razak Solidarity Fund raised RM165,645 within its first hour of being l...",https://www.malaymail.com/news/malaysia/2026/09/18/najib-solidarity-fund-raises-rm165645-in-first-hour-says-umno-sec-gen/235694,"Fri, 18 Sep 2026 18:45:27 +0800",2026-09-19T12:31:23.615101,en,"Najib solidarity fund raises RM165,645 in first hour, says Umno sec-gen KUALA LUMPUR, Sept 18 &mdash; Umno&rsquo;s Najib Razak Solidarity Fund raised RM165,645 within its first hour of being l...",False,False,False
Malay Mail,centrist,Selangor mulls giving free reusable masks to students amid prolonged haze,"PETALING JAYA, Sept 18 &mdash; The Selangor state government is considering distributing free reusable cloth face masks...",https://www.malaymail.com/news/malaysia/2026/09/18/selangor-mulls-giving-free-reusable-masks-to-students-amid-prolonged-haze/235685,"Fri, 18 Sep 2026 17:31:45 +0800",2026-09-19T12:31:23.615101,en,"Selangor mulls giving free reusable masks to students amid prolonged haze PETALING JAYA, Sept 18 &mdash; The Selangor state government is considering distributing free reusable cloth face masks...",False,True,False
Malay Mail,centrist,From 1MDB appeal to billion-dollar civil claims: Najib’s legal battles continue despite conditional pardon,"KUALA LUMPUR, Sept 18 &mdash; The decision allowing former prime minister Datuk Seri Najib Tun Razak to serve the remain...",https://www.malaymail.com/news/malaysia/2026/09/18/from-1mdb-appeal-to-billion-dollar-civil-claims-najibs-legal-battles-continue-despite-conditional-pardon/235679,"Fri, 18 Sep 2026 17:17:15 +0800",2026-09-19T12:31:23.615101,en,"From 1MDB appeal to billion-dollar civil claims: Najib’s legal battles continue despite conditional pardon KUALA LUMPUR, Sept 18 &mdash; The decision allowing former prime minister Datuk Seri Najib Tun Razak to serve the remain...",False,False,False
Malay Mail,centrist,Handful of supporters wait outside Najib’s Langgak Duta residence after conditional pardon,"KUALA LUMPUR, Sept 18 &mdash; Around 10 supporters gathered outside former prime minister Datuk Seri Najib Razak&rsquo;s...",https://www.malaymail.com/news/malaysia/2026/09/18/handful-of-supporters-wait-outside-najibs-langgak-duta-residence-after-conditional-pardon/235678,"Fri, 18 Sep 2026 17:12:04 +0800",2026-09-19T12:31:23.615101,en,"Handful of supporters wait outside Najib’s Langgak Duta residence after conditional pardon KUALA LUMPUR, Sept 18 &mdash; Around 10 supporters gathered outside former prime minister Datuk Seri Najib Razak&rsquo;s...",False,False,False
Malay Mail,centrist,"Najib’s house arrest: DAP leadership to decide party stance tomorrow, says Loke","KUALA LUMPUR, Sept 18 &mdash; DAP will convene an emergency central executive committee (CEC) meeting tomorrow to decide...",https://www.malaymail.com/news/malaysia/2026/09/18/najibs-house-arrest-dap-leadership-to-decide-party-stance-tomorrow-says-loke/235671,"Fri, 18 Sep 2026 16:38:23 +0800",2026-09-19T12:31:23.615101,en,"Najib’s house arrest: DAP leadership to decide party stance tomorrow, says Loke KUALA LUMPUR, Sept 18 &mdash; DAP will convene an emergency central executive committee (CEC) meeting tomorrow to decide...",False,False,False
Malay Mail,centrist,‘Thank you’: Negeri Sembilan ruler Tuanku Muhriz receives memorandum of loyalty,"KUALA PILAH, Sept 18 &mdash; Yang Dipertuan Besar of Negeri Sembilan Tuanku Muhriz Tuanku Munawir today received a memor...",https://www.malaymail.com/news/malaysia/2026/09/18/thank-you-negeri-sembilan-ruler-tuanku-muhriz-receives-memorandum-of-loyalty/235667,"Fri, 18 Sep 2026 16:30:14 +0800",2026-09-19T12:31:23.615101,en,"‘Thank you’: Negeri Sembilan ruler Tuanku Muhriz receives memorandum of loyalty KUALA PILAH, Sept 18 &mdash; Yang Dipertuan Besar of Negeri Sembilan Tuanku Muhriz Tuanku Munawir today received a memor...",False,True,False
Malay Mail,centrist,Anwar: Najib house arrest does not weaken govt’s fight against corruption,"PUTRAJAYA, Sept 18 &mdash; The conditional pardon allowing former prime minister Datuk Seri Najib Tun Razak to serve the...",https://www.malaymail.com/news/malaysia/2026/09/18/anwar-najib-house-arrest-does-not-weaken-govts-fight-against-corruption/235659,"Fri, 18 Sep 2026 15:46:46 +0800",2026-09-19T12:31:23.615101,en,"Anwar: Najib house arrest does not weaken govt’s fight against corruption PUTRAJAYA, Sept 18 &mdash; The conditional pardon allowing former prime minister Datuk Seri Najib Tun Razak to serve the...",False,True,False
Malay Mail,centrist,Press swarm Kajang Prison and Langgak Duta after Najib’s pardon news,"KAJANG, Sept 18 &mdash; Kajang Prison and the residence of former prime minister Datuk Seri Najib Razak have become foca...",https://www.malaymail.com/news/malaysia/2026/09/18/press-swarm-kajang-prison-and-langgak-duta-after-najibs-pardon-news/235646,"Fri, 18 Sep 2026 13:51:06 +0800",2026-09-19T12:31:23.615101,en,"Press swarm Kajang Prison and Langgak Duta after Najib’s pardon news KAJANG, Sept 18 &mdash; Kajang Prison and the residence of former prime minister Datuk Seri Najib Razak have become foca...",False,False,False
Malay Mail,centrist,Zahid announces Umno donation drive to pay Najib’s RM50m fine following conditional pardon,"KUALA LUMPUR, Sept 18 &mdash; Umno has launched a nationwide donation drive to assist former party president Datuk Seri...",https://www.malaymail.com/news/malaysia/2026/09/18/zahid-announces-umno-donation-drive-to-pay-najibs-rm50m-fine-following-conditional-pardon/235643,"Fri, 18 Sep 2026 13:30:21 +0800",2026-09-19T12:31:23.615101,en,"Zahid announces Umno donation drive to pay Najib’s RM50m fine following conditional pardon KUALA LUMPUR, Sept 18 &mdash; Umno has launched a nationwide donation drive to assist former party president Datuk Seri...",False,False,False
Malay Mail,centrist,"Najib gets conditional pardon, to serve remainder of sentence under house arrest","PUTRAJAYA, Sept 18 &mdash; Former prime minister Datuk Seri Najib Razak has been granted a conditional royal pardon allo...",https://www.malaymail.com/news/malaysia/2026/09/18/najib-gets-conditional-pardon-to-serve-remainder-of-sentence-under-house-arrest/235632,"Fri, 18 Sep 2026 12:20:06 +0800",2026-09-19T12:31:23.615101,en,"Najib gets conditional pardon, to serve remainder of sentence under house arrest PUTRAJAYA, Sept 18 &mdash; Former prime minister Datuk Seri Najib Razak has been granted a conditional royal pardon allo...",False,False,False
Malay Mail,centrist,"Hannah Yeoh denies signing Najib house arrest order, calls document fake","KUALA LUMPUR, Sept 18 &mdash; Minister in the Prime Minister&rsquo;s Department (Federal Territories) Hannah Yeoh has de...",https://www.malaymail.com/news/malaysia/2026/09/18/hannah-yeoh-denies-signing-najib-house-arrest-order-calls-document-fake/235631,"Fri, 18 Sep 2026 12:26:15 +0800",2026-09-19T12:31:23.615101,en,"Hannah Yeoh denies signing Najib house arrest order, calls document fake KUALA LUMPUR, Sept 18 &mdash; Minister in the Prime Minister&rsquo;s Department (Federal Territories) Hannah Yeoh has de...",False,False,False
Malay Mail,centrist,Officials depart as FT Pardons Board meeting concludes at Istana Negara,"KUALA LUMPUR, Sept 18 &mdash; Vehicles carrying Minister in the Prime Minister&#39;s Department (Federal Territories) Ha...",https://www.malaymail.com/news/malaysia/2026/09/18/officials-depart-as-ft-pardons-board-meeting-concludes-at-istana-negara/235603,"Fri, 18 Sep 2026 10:14:19 +0800",2026-09-19T12:31:23.615101,en,"Officials depart as FT Pardons Board meeting concludes at Istana Negara KUALA LUMPUR, Sept 18 &mdash; Vehicles carrying Minister in the Prime Minister&#39;s Department (Federal Territories) Ha...",False,True,False
Malay Mail,centrist,Negeri Sembilan’s Yang di-Pertuan Besar greeted by supporters at KLIA,"SEPANG, Sept 18 &mdash; Yang Dipertuan Besar of Negeri Sembilan Tuanku Muhriz Tuanku Munawir expressed his appreciation...",https://www.malaymail.com/news/malaysia/2026/09/18/negeri-sembilans-yang-di-pertuan-besar-greeted-by-supporters-at-klia/235597,"Fri, 18 Sep 2026 09:56:16 +0800",2026-09-19T12:31:23.615101,en,"Negeri Sembilan’s Yang di-Pertuan Besar greeted by supporters at KLIA SEPANG, Sept 18 &mdash; Yang Dipertuan Besar of Negeri Sembilan Tuanku Muhriz Tuanku Munawir expressed his appreciation...",False,True,False
Malay Mail,centrist,Police sends probe papers on Umno delegate’s priest-nun comment to AGC,"KUALA LUMPUR, Sept 18 &mdash; Police will submit the investigation papers on Selangor delegate Datuk Noorazli Said&rsquo...",https://www.malaymail.com/news/malaysia/2026/09/18/police-sends-probe-papers-on-umno-delegates-priest-nun-comment-to-agc/235591,"Fri, 18 Sep 2026 09:29:17 +0800",2026-09-19T12:31:23.615101,en,"Police sends probe papers on Umno delegate’s priest-nun comment to AGC KUALA LUMPUR, Sept 18 &mdash; Police will submit the investigation papers on Selangor delegate Datuk Noorazli Said&rsquo...",False,False,False
Malay Mail,centrist,"Negeri Sembilan State Secretary’s Office backs AGC view, says won’t gazette April 19 proclamation on Ruler","SEREMBAN, Sept 18 &mdash; The Negeri Sembilan government will not take any action to gazette or enforce the April 19, 20...",https://www.malaymail.com/news/malaysia/2026/09/18/negeri-sembilan-state-secretarys-office-backs-agc-view-says-wont-gazette-april-19-proclamation-on-ruler/235585,"Fri, 18 Sep 2026 09:13:52 +0800",2026-09-19T12:31:23.615101,en,"Negeri Sembilan State Secretary’s Office backs AGC view, says won’t gazette April 19 proclamation on Ruler SEREMBAN, Sept 18 &mdash; The Negeri Sembilan government will not take any action to gazette or enforce the April 19, 20...",False,True,False
Malay Mail,centrist,FT Pardons Board convenes at Istana Negara amid talk of Najib’s petition,"KUALA LUMPUR, Sept 17 &mdash; Federal Territories Minister Hannah Yeoh and&nbsp;Attorney-General Tan Sri Mohd Dusuki Mok...",https://www.malaymail.com/news/malaysia/2026/09/18/ft-pardons-board-convenes-at-istana-negara-amid-talk-of-najibs-petition/235582,"Fri, 18 Sep 2026 08:55:46 +0800",2026-09-19T12:31:23.615101,en,"FT Pardons Board convenes at Istana Negara amid talk of Najib’s petition KUALA LUMPUR, Sept 17 &mdash; Federal Territories Minister Hannah Yeoh and&nbsp;Attorney-General Tan Sri Mohd Dusuki Mok...",False,True,False
Utusan Malaysia,establishment_right,Barat bersiap perang dengan Russia,"<div><img width=""825"" height=""571"" src=""https://www.utusan.com.my/wp-content/uploads/2026/09/41-3-russia-barat.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" loading=""lazy"" style=""margin-bottom: 15px;"" srcset=""https://www.utusan.com.my/wp-content/uploads/2026/09/41-3-russia-barat.jpg 1000w, https://www.utusan.com.my/wp-content/uploads/2026/09/41-3-russia-barat-600x415.jpg 600w, https://www.utusan.com.my/wp-content/uploads/2026/09/41-3-russia-barat-768x531.jpg 768w, https://www.utu",https://www.utusan.com.my/luar-negara/2026/09/barat-bersiap-perang-dengan-russia/?utm_source=rss&utm_medium=rss&utm_campaign=barat-bersiap-perang-dengan-russia,"Sat, 19 Sep 2026 03:30:41 +0000",2026-09-19T12:31:25.723647,en,"Barat bersiap perang dengan Russia <div><img width=""825"" height=""571"" src=""https://www.utusan.com.my/wp-content/uploads/2026/09/41-3-russia-barat.jpg"" class=""attachment-large size-large wp-post-image"" alt="""" loading=""lazy"" style=""margin-bottom: 15px;"" srcset=""https://www.utusan.com.my/wp-content/uploads/2026/09/41-3-russia-barat.jpg 1000w, https://www.utusan.com.my/wp-content/uploads/2026/09/41-3-russia-barat-600x415.jpg 600w, https://www.utusan.com.my/wp-content/uploads/2026/09/41-3-russia-barat-768x531.jpg 768w, https://www.utusan.com.my/wp-content/uploads/2026/09/41-3-russia-barat-750x519.jpg 750w"" sizes=""(max-width: 825px) 100vw, 825px"" /></div>
<p><img width=""1000"" height=""692"" src=""https://www.utusan.com.my/wp-content/uploads/2026/09/41-3-russia-barat.jpg"" class=""attachment-post-thumbnail size-post-thumbnail wp-post-image"" alt="""" srcset=""https://www.utusan.com.my/wp-content/uploads/2026/09/41-3-russia-barat.jpg 1000w, https://www.utusan.com.my/wp-content/uploads/2026/09/41-3-russ",False,False,False
